country,trait,direct_correlation,indirect_correlation,same_correlation
Nigeria,naive,0.17059670215084818,0.2155794610016792,True
Nigeria,neutral,0.594436691749387,0.013422557003083636,True
Nigeria,practical,-0.8080323654409443,0.02154061495909072,False
Nigeria,slender,-0.14498272083615202,-0.07061695228131633,True
Nigeria,cold,-1.3145504373750905,-0.169592725418452,True
Nigeria,possessive,-0.09268593457708887,-0.13418286060320467,True
Nigeria,invisible,-1.932201322812716,-0.034453277275461956,True
Nigeria,flexible,-0.10246106209752327,0.03102461855235643,False
Nigeria,knowledge,-1.283085925085759,0.17812422379671802,False
Nigeria,criminal,-0.8253549145580978,0.2790968253980604,False
Nigeria,extreme,0.22716280096373348,0.15414301796660618,True
Nigeria,artificial,-0.7762785107252094,0.20902830643405557,False
Nigeria,predatory,-2.2477670964303527,0.17154919680286546,False
Nigeria,cooperative,-0.7363894715517236,0.17572042393855705,False
Nigeria,humorous,0.21525736473567045,0.14526651433908236,True
Nigeria,clumsy,-0.8405180474078517,0.045983557936822884,False
Nigeria,mature,0.17551900052467767,0.11608641520225302,True
Nigeria,fearful,-0.9215859824630168,0.29203439815996773,False
Nigeria,sage,-0.965442569251325,-0.048292645151894555,True
Nigeria,intelligent,0.27436425401299436,0.27937833511383103,True
Nigeria,athletic,0.05499490349681754,-0.11456433540834138,False
Nigeria,sensitive,-0.3488750770881572,-0.034775928684033064,True
Nigeria,sly,-1.176655367261447,0.012418684561792563,False
Nigeria,spontaneous,-0.5824055096705337,0.078926377748944,False
Nigeria,caring,-0.6863880921617713,-0.15910919547521685,True
Nigeria,strong,-1.2032214938500458,-0.08695834347356295,True
Nigeria,genuine,0.5826441393358848,0.15522841068619897,True
Nigeria,delicate,-0.5677425036692587,0.0823975573549574,False
Nigeria,hesitant,0.10202635972682306,-0.11483273343370028,False
Nigeria,hurried,-0.873725567266894,0.18149383157992713,False
Nigeria,intense,-0.5630440092279383,-0.1967400108528522,True
Nigeria,soft,-0.6087034425430358,-0.20279212201048616,True
Nigeria,critical,-0.21524311755498457,0.26860250527585916,False
Nigeria,grim,-2.124839523388593,0.058859155137817545,False
Nigeria,simple,-0.739237095689499,0.14606363036493014,False
Nigeria,determined,-0.8672162602915571,0.07306558948354451,False
Nigeria,emotional,-0.962070279792041,0.17054471488843673,False
Nigeria,skeletal,-1.1354083176125092,-0.005048655020271628,True
Nigeria,disturbing,-1.5120929187442809,0.11649923590312238,False
Nigeria,irrational,-1.1600620135038169,0.3063592796489422,False
Nigeria,patient,-1.2144486793260731,0.02907190461158379,False
Nigeria,understanding,-0.12708951931391863,0.02425327857631773,False
Nigeria,winning,-0.5439276164966241,-0.13410381540651165,True
Nigeria,attractive,0.22580390716540844,0.1375763605973444,True
Nigeria,stupid,-1.3285015028907674,-0.07267010827428863,True
Nigeria,trusting,-1.3309106689915637,0.059409179087381,False
Nigeria,honest,-0.8159499930422521,0.04090867968516735,False
Nigeria,selfish,-0.9196842137746977,0.0761033672192846,False
Nigeria,popular,0.599000577704455,0.15942867810575803,True
Nigeria,false,-1.1441460222738271,0.3072995780832713,False
Nigeria,solemn,-1.405770524294325,-0.03109308244672358,True
Nigeria,gentle,-1.4619196011235482,-0.16269914393024887,True
Nigeria,decent,-0.13928510852714715,-0.22119192760770548,True
Nigeria,trim,-0.389015526579051,-0.15105919820425803,True
Nigeria,hostile,-0.5375407624252474,0.26828661271806886,False
Nigeria,sharing,-1.441428735197857,-0.2905068303509915,True
Nigeria,casual,-0.2950831680542097,-0.18175991526721794,True
Nigeria,brilliant,-0.2117813699834356,0.05757673581045193,False
Nigeria,muscular,0.35137125673626607,-0.22290325530034297,False
Nigeria,sexy,-0.062166110158668075,-0.29262868090602584,True
Nigeria,impatient,-1.2095512383651297,0.08410537139937489,False
Nigeria,amusing,-1.0958719792619693,0.09462075954783232,False
Nigeria,solitary,-2.3873834918599166,0.13928250258279043,False
Nigeria,fit,0.6057585419347002,0.21280953390303872,True
Nigeria,preoccupied,-0.3244246951933488,-0.12215949424687182,True
Nigeria,predictable,-0.9991935954518405,-0.1650473193659593,True
Nigeria,polished,-0.3753267852747656,-0.06837658904885767,True
Nigeria,competitive,0.22396975563848004,-0.040857418676624936,False
Nigeria,narrow,-0.7852470251416733,0.11723112056500201,False
Nigeria,anxious,-1.0176562456661333,-0.012917418604089449,True
Nigeria,surprising,-0.6071184760009795,-0.1129247866061346,True
Nigeria,fixed,-0.5137095415752135,0.3212698547197156,False
Nigeria,alert,-1.0743425978876948,-0.1963857187026998,True
Nigeria,ambitious,-0.04330123288119033,0.27204443824358066,False
Nigeria,secure,-0.6597206775630233,0.20870190862708576,False
Nigeria,tense,-0.9913882855641494,-0.2525544550299761,True
Nigeria,independent,0.1894694513769877,0.19380620975268253,True
Nigeria,decisive,-0.5850620307752992,0.24640777932812818,False
Nigeria,serious,-0.6045257947122354,-0.19656491307813106,True
Nigeria,educated,0.9781854836848828,0.31144471459251094,True
Nigeria,creative,0.06247792566701761,0.20633409497666305,True
Nigeria,playful,-1.2861715833295768,-0.21717012148493509,True
Nigeria,dynamic,0.3684810107063897,0.12679315816605374,True
Nigeria,daring,-1.5834621982838575,-0.10133537707334205,True
Nigeria,complex,-0.4255937190500071,0.11917405182538471,False
Nigeria,honorable,-1.2742389231178413,0.13975154526390204,False
Nigeria,modest,0.0460995881868502,-0.10294095960230669,False
Nigeria,subtle,-1.5956045513983605,-0.19048605549230888,True
Nigeria,unstable,0.1119859303037837,0.30953392525547196,True
Nigeria,stubborn,-1.0660841653736315,-0.2574394925944239,True
Nigeria,focused,-0.6975644318674303,-0.2614535080671873,True
Nigeria,humble,-0.2143358606357865,0.18080754133123306,False
Nigeria,reflective,-0.6565270309779305,0.17879560029370922,False
Nigeria,earnest,-0.19273917810477023,0.009408784489910397,False
Nigeria,calculating,-1.4614084348414837,0.09932814189506459,False
Nigeria,systematic,-1.3322658838195993,0.18816768013194235,False
Nigeria,crude,-0.3318973370091003,-0.09324001881908825,True
Nigeria,demanding,-0.7197813743796302,-0.19444877121001783,True
Nigeria,crisp,-0.5577379876906708,-0.15119667587227403,True
Nigeria,skeptical,-0.41219871492342014,-0.09378611856217925,True
Nigeria,superficial,-0.40373417793198896,0.1196694854236108,False
Nigeria,tolerant,-0.7356726433218866,0.02911525079445377,False
Nigeria,passive,-1.2422385572819246,0.1810910552066999,False
Nigeria,loyal,-0.43030160102193177,0.08145192765699784,False
Nigeria,political,0.15722910211955876,0.26509048003647817,True
Nigeria,strict,-0.2374672622034925,0.1736535685977672,False
Nigeria,optimistic,0.480836162338651,0.2589798603606962,True
Nigeria,restrained,-1.0260685133294438,0.2678986964835756,False
Nigeria,faithful,-1.1189152923671848,0.2974024103965983,False
Nigeria,extraordinary,-0.6467127969781798,0.2388631625887971,False
Nigeria,reserved,0.5688385375535321,-0.010432102309780124,False
Nigeria,precise,-1.0260534844479232,0.04578108327239057,False
Nigeria,bizarre,-0.48343099296768405,0.1350049054051842,False
Nigeria,logical,-0.6937982996475582,0.1895698300154857,False
Nigeria,orderly,-1.769530433200748,0.3313965118818549,False
Nigeria,deep,-1.0031032940204603,-0.14343174429099476,True
Nigeria,youthful,-0.06884889889795344,0.29805060545835965,False
Nigeria,ordinary,-0.7123251780458068,0.30283968420591884,False
Nigeria,messy,-2.022668377804961,-0.1715268196264777,True
Nigeria,organized,-0.9078376804259644,0.1555246955119548,False
Nigeria,short,-0.0725315547294998,-0.09621385277446758,True
Nigeria,challenging,0.27034201243188266,-0.0679263461411098,False
Nigeria,innovative,0.10352959044642566,0.2703612533950266,True
Nigeria,sober,-1.2312415628117883,0.041435613163097185,False
Nigeria,mystical,-0.9732289327503957,0.29147245156715285,False
Nigeria,elegant,0.1900429004748591,0.07903376503134729,True
Nigeria,balanced,-0.8840248127105941,-0.031195209756097738,True
Nigeria,enthusiastic,0.3832757350916883,0.16217771104716314,True
Nigeria,conventional,0.6048685169571881,0.23908560296913092,True
Nigeria,sympathetic,0.40719601425692237,0.13442751443978143,True
Nigeria,pure,-1.1449906708132285,0.07338991751920611,False
Nigeria,steady,-0.9548095484863868,-0.10362457100416286,True
Nigeria,greedy,-1.4347283750155633,0.11541580031100303,False
Nigeria,conservative,0.2756147998723137,0.15579761109916132,True
Nigeria,petty,-1.6089956251057234,0.1811444884287361,False
Nigeria,experimental,-0.07302117724729183,0.12835703095747966,False
Nigeria,mechanical,-0.9285438632270114,0.19305268377207133,False
Nigeria,slow,-0.9076372524781463,-0.08403524641546341,True
Nigeria,lyrical,0.057023699968238174,0.18243169374245513,True
Nigeria,outspoken,0.5787273470575175,0.06444390923836835,True
Nigeria,slim,0.2113587644288707,-0.022512773232937364,False
Nigeria,physical,-1.1853468100873261,0.03069599911819392,False
Nigeria,foolish,-1.6182948911536985,0.25954260888433317,False
Nigeria,reactive,-0.3051272202650828,0.20086326190727824,False
Nigeria,leader,-0.24818094180601016,0.18388878314000573,False
Nigeria,lazy,-0.40144215917646364,0.07906797991232004,False
Nigeria,efficient,-0.4330672065853789,0.13472992487130867,False
Nigeria,formal,0.09506080441670234,-0.027350451156201095,False
Nigeria,destructive,-1.881209756085724,0.3438839308886543,False
Nigeria,friendly,0.6452730744920842,0.11387162935148386,True
Nigeria,unpredictable,-1.175188663109163,-0.07639402194445999,True
Nigeria,confidential,-0.5186139698848513,0.17407531302259988,False
Nigeria,abrupt,-0.4509988077838757,-0.16018702389375572,True
Nigeria,smooth,0.09467843744186927,-0.1717825441583191,False
Nigeria,stiff,-0.27428070484513956,-0.23141358741098247,True
Nigeria,profound,-0.5245054555765819,0.13991244046751666,False
Nigeria,helpful,0.3832651750257019,0.13888313181249556,True
Nigeria,sporting,0.4901278459087383,-0.17369988045185955,False
Nigeria,directed,-0.6350832349081703,0.34040762048357676,False
Nigeria,dedicated,-0.33767681760925133,0.042749361489368615,False
Nigeria,responsible,-0.31655699232252327,0.25559876568276174,False
Nigeria,ripped,-1.0946389803256587,-0.2214282891945061,True
Nigeria,tough,0.1536165297564539,-0.11811732267477117,False
Nigeria,curious,-0.33195543681069883,-0.22807950458547918,True
Nigeria,brutal,-1.4352402141436111,-0.060861140442763625,True
Nigeria,busy,-0.5762319430445189,-0.09609283997617366,True
Nigeria,questioning,-0.5369081701833778,0.022470277422180267,False
Nigeria,confident,0.37319177918887964,0.18371212393592226,True
