,occupation,trait,direct_correlation,indirect_correlation,same_correlation
0,accountant,brutal,-1.32276476723947,-0.25768997629927204,True
1,accountant,difficult,-0.7106127831120023,-0.2395533547832297,True
2,accountant,cruel,-1.0894509830202923,-0.0654717680976116,True
3,accountant,transparent,-0.3799652885191583,-0.09219520603893827,True
4,accountant,eloquent,-0.7637508244162884,0.28559377969666633,False
5,accountant,fraudulent,0.8485624792282476,0.02396907540401991,True
6,accountant,reserved,-0.3672532202081514,0.16574928226268473,False
7,accountant,aspiring,0.7943059155693774,0.2428779123570956,True
8,accountant,stubborn,-0.3874415227441415,0.1399953902923965,False
9,accountant,patient,-0.4258862643465029,0.196402827554064,False
10,accountant,knowledge,-0.06424676273099404,-0.09236544927816268,True
11,accountant,fixed,-0.4277940876427631,-0.2585074161675722,True
12,accountant,impatient,0.4487518780744069,0.258166006507422,True
13,accountant,sober,-0.11669928173715995,0.3535415080219353,False
14,accountant,sporting,0.07830443347379681,0.22234820397148924,True
15,accountant,pure,-1.2061476092317611,-0.2583971496883901,True
16,accountant,extraordinary,-1.0401014861015612,-0.045442018300040216,True
17,accountant,tidy,0.020124745690465736,-0.23191531928296336,False
18,accountant,educated,0.5123135228158046,0.2867210656795676,True
19,accountant,brilliant,-0.111295496884904,0.28280727726847993,False
20,accountant,modest,0.08702754281517598,0.2094227772559783,True
21,accountant,extreme,-1.1320415118268408,-0.19366674441042686,True
22,accountant,elegant,-0.367858087598008,-0.07498755467498276,True
23,accountant,winning,-0.4657427251609166,0.14476848162960562,False
24,accountant,fit,-0.2456251369541241,0.22181015339178575,False
25,accountant,colorful,-1.1749905129868885,-0.23937839734826535,True
26,accountant,dedicated,-0.004636166539488503,0.17390685468777514,False
27,accountant,restrained,-1.384957195855398,0.07644542764542221,False
28,accountant,grim,-0.4130873351105816,0.032563745473597375,False
29,accountant,vulnerable,-0.906381183545368,0.11524997882046314,False
30,accountant,flexible,-0.3181445965515514,-0.06038703909913287,True
31,accountant,cheerful,0.05377961095953202,0.2555938814318205,True
32,accountant,cute,-0.998336006101586,0.1732239876960124,False
33,accountant,hesitant,0.362676245842385,0.2684651083205212,True
34,accountant,misguided,-0.3613601412796191,0.18551645972702527,False
35,accountant,obvious,-0.9373353656137776,-0.17898620393908152,True
36,accountant,surprising,-1.1843516368638505,-0.2478686138930961,True
37,accountant,innovative,-0.929773789246348,-0.07807467176773135,True
38,accountant,greedy,1.3691555893395746,0.02253699691843014,True
39,accountant,physical,-1.1538126463881435,-0.1993707051217532,True
40,accountant,treacherous,-0.9335600039804784,-0.2621003022116426,True
41,accountant,complex,-1.1635577366859162,-0.3116608311690653,True
42,accountant,solid,-1.0102966829560045,-0.15710318635918574,True
43,accountant,peaceful,-1.233610735028919,-0.10033786792034308,True
44,accountant,quiet,-0.5343645705830515,0.14654773756760153,False
45,accountant,modern,-0.4315408078228557,-0.23076173702978434,True
46,accountant,mellow,-0.9046203255968877,0.15975776819458992,False
47,accountant,charming,-0.5447084430496127,0.24998898809431455,False
48,accountant,lazy,0.4206030605449888,0.1497437308944643,True
49,accountant,angry,-0.2735902308714254,0.2578372246846718,False
50,accountant,glamorous,0.17964481250967831,-0.10840861112920447,False
51,accountant,simple,-0.7247452728719458,-0.2892193558834407,True
52,accountant,questioning,0.5039075927217815,0.2853388796137388,True
53,accountant,gentle,-1.7229316208318513,0.025160417005835604,False
54,accountant,tall,-0.9128539022816632,0.10697396587316783,False
55,accountant,deep,-1.1419631437637152,-0.2313808218728597,True
56,accountant,unreliable,-0.5121399812653231,-0.08728082547029957,True
57,accountant,stupid,0.3496402296215301,0.23100134428028896,True
58,accountant,erratic,-0.4023443425706672,-0.03026731279855062,True
59,accountant,private,-0.4662562271277028,-0.06411261319853344,True
60,accountant,mistaken,0.3394448505167107,0.2764193178513522,True
61,accountant,popular,-0.4702794490873586,0.015680877248825158,False
62,accountant,stable,-0.5026488973072218,-0.1678038544647694,True
63,accountant,maternal,-0.8857801154471379,0.09698971362492624,False
64,accountant,secure,-0.3768505255084262,-0.12663172916484874,True
65,accountant,realistic,-0.3447382102839969,0.041328293749892483,False
66,accountant,deceptive,-0.15160292163503533,-0.2230099352482517,True
67,accountant,provocative,-1.1653806082901077,0.09992871994495682,False
68,accountant,mechanical,-0.17487528233327726,-0.016351112446852837,True
69,accountant,gracious,-0.9702065673078214,0.21183425858527788,False
70,accountant,careless,0.370633878114122,0.2581284948671465,True
71,accountant,liberal,-0.09997559898737443,0.06279067552040256,False
72,accountant,preoccupied,0.8626302246120248,0.2921441455151434,True
73,accountant,tense,-0.6241607782252246,0.2026619367194198,False
74,accountant,optimistic,0.2652588140906691,0.2699459026131449,True
75,accountant,playful,-1.0771827307224868,0.15419421366027733,False
76,accountant,paranoid,0.3049638950045084,0.26048725943496825,True
77,accountant,youthful,-0.3965348242860621,0.12885510473147824,False
78,accountant,mystical,-1.1110553546124335,-0.19622016918394694,True
79,accountant,profound,-1.5588159923732705,-0.06541424380896013,True
80,accountant,proud,-0.26624712001631656,0.251003337422043,False
81,accountant,frightening,-1.4015804150243878,-0.14986245251880295,True
82,accountant,intense,-1.000712169276285,0.010689544257930322,False
83,accountant,reflective,-0.10540232606825783,0.008360852470180976,False
84,accountant,skeptical,0.9240631108240792,0.3047327313591849,True
85,accountant,busy,0.4156450801625512,0.15994446966893386,True
86,accountant,subtle,-1.8143019218193268,-0.1783900538734709,True
87,accountant,cerebral,-0.7742627184066486,-0.000874901554040636,True
88,accountant,fearful,-0.111942740650635,0.20337901961144866,False
89,accountant,confidential,-0.8282273514472207,-0.07444684210477465,True
90,accountant,systematic,-1.1141885965180571,-0.193523535854496,True
91,accountant,dishonest,1.5492571159116275,0.1925354678190444,True
92,accountant,discouraging,-0.3935956441594033,-0.06887188013636013,True
93,accountant,efficient,-0.6581547167912443,-0.09452723545399468,True
94,accountant,friendly,-0.039061527260528695,0.2483904202782964,False
95,accountant,compassionate,-1.0339946009486,0.2056944126752061,False
