country,trait,direct_correlation,indirect_correlation,same_correlation
Nigeria,naive,-0.1043421195328763,0.01249350935175763,False
Nigeria,neutral,-0.7970615311846798,-0.07162673170116157,True
Nigeria,contradictory,-0.2973953913621774,0.12293411675100237,False
Nigeria,practical,-0.4117668916335225,-0.007374767545249991,True
Nigeria,slender,-0.06837366414625871,-0.10712793671964861,True
Nigeria,cold,-2.0576518629781386,-0.10936738823586574,True
Nigeria,invisible,-1.3921526678286755,-0.08244601695499217,True
Nigeria,flexible,-0.5819695727717926,-0.05218313746470907,True
Nigeria,knowledge,-0.5063213558013252,0.0790664953531791,False
Nigeria,criminal,-0.054937162448360055,0.026356803067092927,False
Nigeria,dignified,-0.5377579328155044,-0.10996776744909875,True
Nigeria,extreme,-0.45938821736171015,0.09633449430717446,False
Nigeria,buff,0.12195411020570224,-0.11719778607538182,False
Nigeria,artificial,-0.9893597132410499,-0.0049010336403112345,True
Nigeria,predatory,-0.5396367551716398,-0.0024437215031936762,True
Nigeria,cooperative,-0.5174943220037025,-0.13194871097108085,True
Nigeria,humorous,0.10386197723777915,-0.03648383630018672,False
Nigeria,clumsy,-1.2822716787857036,-0.11522850522037899,True
Nigeria,flamboyant,0.22238384077050297,-0.050778530738611966,False
Nigeria,mature,0.29742398250819596,-0.09409102060665567,False
Nigeria,fearful,-0.6719868399943789,-0.06759973439858366,True
Nigeria,intelligent,-0.04598009186176299,-0.08778717565308562,True
Nigeria,athletic,0.4971747605382224,-0.1447954744706105,False
Nigeria,sensitive,-0.9150854826083324,-0.18908731561478692,True
Nigeria,benevolent,-0.8151001859326494,-0.0031302636517287425,True
Nigeria,spontaneous,-0.48526476968105287,-0.045978836347885445,True
Nigeria,caring,-0.35307665892610574,-0.11443037169978904,True
Nigeria,strong,-1.168895732296792,-0.035201059611373965,True
Nigeria,genuine,0.7987378101048073,-0.07742133893378293,False
Nigeria,delicate,-1.4733738054362815,-0.09643337492750143,True
Nigeria,hesitant,-0.608680492823977,-0.11340009985620526,True
Nigeria,hurried,-0.9186916565873816,-0.004194446205354486,True
Nigeria,intense,-0.3225149592983679,-0.05182010272711951,True
Nigeria,soft,-1.18582846835597,-0.02864594989199669,True
Nigeria,critical,-0.10421456919182176,-0.029256750806738615,True
Nigeria,grim,-0.9161615222919196,-0.085679104431574,True
Nigeria,conciliatory,-0.43020816736681244,-0.017860871982115476,True
Nigeria,simple,-0.36166034254829416,0.04765610225490352,False
Nigeria,determined,-0.7381066289951076,-0.039428727668900654,True
Nigeria,emotional,-0.6081154270177267,-0.08833881135295582,True
Nigeria,disturbing,-0.5234723928012733,-0.019362099227024664,True
Nigeria,irrational,-1.7088366443854959,0.06873100512480712,False
Nigeria,patient,-1.7005467881411793,-0.13369230205427168,True
Nigeria,understanding,0.010859023207645962,-0.09995521129133553,False
Nigeria,winning,0.28904237898636626,-0.06530426894075281,False
Nigeria,attractive,0.5356947025547628,-0.02325583825057284,False
Nigeria,dishonest,-0.8947814570713005,0.029458278066622965,False
Nigeria,stupid,-1.0939439281692327,-0.06931443361332253,True
Nigeria,honest,-0.5139623463559195,-0.11076488440339728,True
Nigeria,selfish,-1.076464408000476,-0.02679348287728754,True
Nigeria,deceptive,-0.8881377326770457,0.12812996991456319,False
Nigeria,popular,0.2648266458263724,-0.07452867385728452,False
Nigeria,false,-0.8931658445897653,0.08786976956304665,False
Nigeria,solemn,-1.3870777329449995,-0.09681909855162885,True
Nigeria,gentle,-1.443344045929816,-0.09660351804121471,True
Nigeria,malicious,-1.1175165459648813,-0.052873884820653666,True
Nigeria,decent,0.653207783713291,-0.15709082127685167,False
Nigeria,trim,-0.2867681206567653,-0.13470032659611508,True
Nigeria,hostile,-0.5329358838299253,-0.054789378632304535,True
Nigeria,sharing,0.4969969081178578,-0.0983195237861385,False
Nigeria,casual,-0.2782010642621609,-0.10712563404970661,True
Nigeria,brilliant,-0.26603838595414925,-0.09344813282868386,True
Nigeria,muscular,0.3015336607553542,-0.08985944816577614,False
Nigeria,sexy,0.21946029605738854,-0.0757204180181231,False
Nigeria,impatient,-0.8257062243728703,-0.08675617756209932,True
Nigeria,gracious,-0.7184984927510715,-0.018806891996258172,True
Nigeria,amusing,0.006190875736259799,-0.09102735565222864,False
Nigeria,solitary,-1.228119553768051,-0.060004581537196185,True
Nigeria,fit,0.11445704045348684,-0.16064495145526828,False
Nigeria,rustic,-0.5644333713562394,-0.06197994350653263,True
Nigeria,gallant,-0.5307028363537719,-0.05969541981745002,True
Nigeria,preoccupied,-0.2923696385302686,-0.09814467354219178,True
Nigeria,predictable,-0.7755685387510892,0.09267268651098161,False
Nigeria,polished,0.14782552759303677,-0.031472466388549725,False
Nigeria,trendy,-0.4361020752962673,-0.0714475020764108,True
Nigeria,timid,-0.8641288625400884,-0.10687807695645071,True
Nigeria,frivolous,-1.2200221240198421,0.004987983233525162,False
Nigeria,competitive,-0.1090970945288257,-0.029813970513056256,True
Nigeria,fraudulent,-0.04939832528112104,0.04184232990434312,False
Nigeria,narrow,-0.888419045556426,0.04115853897262312,False
Nigeria,anxious,-0.6399408656376213,-0.109870932450145,True
Nigeria,surprising,-0.7397719001980632,0.07881646181438355,False
Nigeria,fixed,-0.7196884233120154,0.015285537101402423,False
