index,beverage_isomap_x,beverage_isomap_y,beverage_tsne_x,beverage_tsne_y,beverage_umap_x,beverage_umap_y
Nigeria,0.2386511568117749,0.2951272136345209,-382.59827,-35.120697,1.7880751,0.91770893
Ethiopia,-0.07441314030545665,0.5449239211896634,585.64105,30.944906,4.7443194,2.6217493999999997
Egypt,-0.8938781771590891,0.8921016327267116,572.84045,150.61378,7.624897,3.081817
Congo,-0.17740045690191453,-0.04820100497365902,78.7758,-135.78241,5.8133883,4.6805954000000005
Tanzania,0.2840664591676649,0.2354470298679428,-367.47997999999995,-15.766888,1.6406319999999999,0.52140766
South Africa,0.8113571786545729,-0.06452923240575949,-140.81572,-43.663868,3.2634647,-2.666337
Kenya,0.6807085809729719,0.1438846265744409,-314.14743,-68.84868,1.2495841,-0.75944906
Uganda,0.4528222118961907,0.20216245652742712,-339.96945,-53.651592,1.7919466,0.4136786
Sudan,-0.06453814763837509,0.5637889583381827,-1830.4532,-1159.4460000000001,4.819207,2.3904939
Algeria,-0.9530713404981812,-0.15484580793901795,373.3278,103.37848000000001,8.128605,3.9857370000000003
China,0.5906589985044122,0.5062654663977291,-378.22913,95.5157,0.28727317,-0.21680601
India,0.11779160011482533,0.7000609233013139,-443.8382,-8.887145,4.4181123,2.3685207000000004
Indonesia,0.5177237914618633,0.499174127902572,-403.66925,58.01041,0.42897716,0.18787125
Pakistan,0.3174538866310502,0.4736041746162946,-411.59592000000004,-0.13527696,1.4490681,0.9109769
Bangladesh,0.7864386222385796,0.2432426488873994,-278.11584,-112.15321999999999,0.6151045,-0.6548689
Japan,0.5560919789755852,0.5261373147218575,-412.02893,83.05956,0.19987476,0.021482076
Philippines,0.4931111230048063,0.2165307113929033,-342.79892,22.410515,1.3060142,0.1583446
Vietnam,0.6596069531489449,0.2949838360088857,-371.90652,64.43590999999999,0.41833085,0.015275091999999999
Iran,-0.42120803617659536,0.7041234223533674,583.0636,65.96248,4.999933,2.5312200000000002
Turkey,-0.19853773601585772,-0.20802770959679484,112.07359,40.920035999999996,5.685604,5.4397316
Russia,-0.5135781475476825,-0.3121130793011925,231.37035,-115.82298999999999,6.0279427000000005,5.7726526
Germany,0.5111890393872938,-0.5654016817686968,-136.80700000000002,143.44489,2.3208354,-1.2048146999999998
United Kingdom,1.3042190499904414,-0.32577234595917104,-46.63978,-23.096478,4.1135235,-3.1168976
France,-0.7075967472368135,-0.2634902516363614,136.02853000000002,-93.16891,6.563876,5.088475700000001
Italy,-1.1044776088419055,0.07262954014748095,495.2906,127.99248,8.732307,3.3756044000000003
Spain,-0.9892837133739291,-0.00527414750389815,473.02106,111.42126999999999,8.580074,3.4570296000000003
Ukraine,-0.2420239883286193,-0.39143520085186295,117.02311,19.420647,5.8014980000000005,5.5999904
Poland,0.17996837296841728,-0.3442934285828896,-184.56245,121.95213999999999,1.9979686,-0.7160532
Romania,-0.5772336125787988,-0.36840738942049456,215.9181,-86.60896,6.437014,5.498162000000001
Netherlands,0.9316163695237148,-0.7820904728839314,-63.618977,14.185661999999999,4.3231835,-2.7821
Austria,0.4301974251990525,-0.5348747749063779,-158.3343,135.61913,2.0925102,-0.95028704
United States,1.3858108207096802,-0.22898639560191555,-34.316573999999996,-50.413177000000005,4.029539,-3.0111144
Mexico,-0.9102034649941084,0.19367781167703,433.36838,72.985146,8.087599,3.173798
Canada,1.083425303805387,-0.17411249124536254,-79.14978,-44.082370000000004,4.2023095999999995,-3.0245912
Guatemala,-0.7468759346762851,-0.12503420038622706,326.63046,39.857048,8.173712,4.907854599999999
Haiti,-0.3779756019581663,-0.09281206980587817,103.2113,-122.23456599999999,6.2964025,4.9660470000000005
Cuba,-0.925824477813657,0.043613065696152434,441.61072,104.42909,8.391508,3.5035654999999997
Dominican Republic,-0.7320598319767025,-0.2061992219821212,312.3524,-69.09567,7.6224604000000005,6.3074656
Honduras,-0.6494226132227601,-0.1767997270912697,280.5851,48.159126,7.727239999999999,5.250485
Nicaragua,-0.6570543216876593,-0.17326179998595606,291.00122000000005,25.273903,7.8978677,5.1665434999999995
El Salvador,-0.8679181529959668,0.01370710336561537,414.87036,101.43172,8.104087,3.6673164
Brazil,-0.8747465287561509,0.16944034267152944,414.36487,137.02518999999998,8.058849,3.2343068
Argentina,-0.8086924534700607,-0.2002134665426024,335.0446,-46.15063,7.861289,6.12561
Peru,-0.7879259214853942,-0.08648301661017221,353.66812000000004,52.104946000000005,8.289549000000001,4.512624
Venezuela,-0.7283262102526245,-0.20527668424882306,329.61307,11.434267,8.224356,5.3718486
Chile,-0.7459224046062166,-0.2105442367084034,339.8432,-71.968796,7.6913943,6.278109
Ecuador,-0.49114535512646995,-0.2090657861988887,185.42748999999998,-25.486662,6.8197384,5.6825985999999995
Bolivia,-0.5817306818385406,-0.22266325285223676,214.08444,-25.940383999999998,7.181062,5.560126
Paraguay,-0.5857422595774981,-0.245934470061138,204.19236999999998,-51.489357,7.0710869999999995,5.5146413
Uruguay,-0.6138190573448552,-0.2815884818120459,168.26675,-64.741035,6.7219024,5.3146176
Australia,0.9675336594425832,-0.10360281839263667,-114.01636,-42.87318,3.5015962,-2.7619178
Papua New Guinea,0.9783428016194836,-0.10476188327880984,-183.59428,-77.70459,2.7892334,-2.4968846
New Zealand,1.0921866515242895,-0.1671105656568173,-85.76925,-20.506088000000002,4.044658,-2.7517366
Fiji,0.7169093007565841,-0.049461126018130235,-227.52107,-41.7438,1.5208218,-1.8651909
Solomon Islands,0.5875263968189317,-0.0011792127965593304,-236.05641,-3.4424047,1.3594437,-1.3055952
Vanuatu,0.5169173938682436,-0.03425803637526033,-259.53104,3.5709730000000004,1.5496231000000003,-1.1070033000000001
Samoa,0.5827067778049478,0.0021894095804628755,-256.65375,-43.54913,1.5743605,-1.583486
Kiribati,0.05325563373898611,0.1057644947973585,52.34451,-149.35294,5.261001599999999,4.032914
Micronesia,0.34965519243885906,0.04395738231839525,-282.48822,26.364994,1.6508143,-0.38123524
Tonga,0.8246833932061979,-0.01843214331387889,-211.10648999999998,-76.07276,1.8116324000000001,-1.9463661
